A1,A2,A3,A4,A5,A6,A7,A8,A9,A10
36,high,high,3,non-islam,no,o2,high,good,short-term
33,high,high,2,islam,no,o2,high,good,short-term
32,high,high,3,islam,yes,o1,high,good,short-term
35,high,high,4,non-islam,yes,o1,high,good,short-term
25,high,high,1,islam,no,o1,high,good,short-term
31,high,high,3,islam,no,o4,high,good,short-term
25,lm,hm,5,islam,no,o2,hm,good,short-term
26,hm,lm,5,islam,no,o2,lm,good,short-term
23,lm,hm,3,islam,no,o2,hm,good,short-term
28,hm,high,3,islam,no,o1,high,good,short-term
34,hm,high,3,non-islam,yes,o3,high,good,short-term
46,hm,high,9,islam,no,o3,high,good,short-term
25,high,high,1,islam,no,o1,high,good,short-term
21,lm,low,3,islam,yes,o3,low,not-good,short-term
25,lm,hm,4,islam,yes,o3,lm,good,short-term
28,lm,hm,6,islam,no,o2,high,good,short-term
36,lm,high,11,islam,no,o1,high,not-good,short-term
46,low,lm,9,islam,yes,o3,high,not-good,short-term
35,lm,lm,6,islam,yes,o3,low,not-good,no-use
41,hm,lm,11,islam,no,o2,hm,good,no-use
27,lm,high,1,islam,yes,o1,low,good,no-use
25,high,high,0,islam,yes,o3,high,good,no-use
23,lm,lm,2,islam,no,o3,hm,good,no-use
48,low,low,1,islam,yes,o3,hm,not-good,no-use
23,high,high,0,islam,yes,o1,high,good,no-use
31,hm,high,2,islam,no,o3,hm,good,no-use
49,high,high,1,islam,no,o3,high,good,no-use
42,lm,hm,2,islam,no,o1,high,good,no-use
26,lm,high,3,islam,no,o3,high,good,no-use
21,lm,lm,1,islam,no,o3,lm,good,no-use
29,hm,high,4,islam,no,o1,high,good,no-use
38,low,lm,12,islam,no,o2,hm,good,no-use
25,high,high,2,islam,no,o3,lm,good,no-use
22,high,high,0,islam,no,o3,lm,good,no-use
20,hm,high,0,islam,no,o3,hm,good,no-use
35,high,high,1,islam,no,o1,hm,good,no-use
32,lm,hm,1,islam,no,o3,hm,good,no-use
38,lm,high,3,islam,no,o1,hm,good,no-use
27,low,lm,4,islam,no,o1,high,not-good,no-use
41,lm,high,1,islam,no,o2,hm,good,no-use
28,hm,high,0,islam,yes,o1,hm,good,no-use
23,high,high,1,islam,yes,o3,hm,good,no-use
27,high,high,1,non-islam,yes,o2,high,good,no-use
33,high,high,2,non-islam,no,o1,high,good,no-use
39,lm,lm,5,islam,yes,o3,lm,not-good,no-use
41,lm,lm,5,non-islam,no,o2,lm,good,no-use
40,lm,lm,8,islam,no,o1,hm,good,no-use
43,hm,high,10,islam,no,o3,hm,good,no-use
35,hm,high,6,islam,yes,o2,lm,good,no-use
32,hm,high,0,islam,no,o3,high,good,no-use
49,lm,hm,4,islam,no,o2,hm,good,no-use
47,lm,lm,4,islam,no,o3,low,good,no-use
42,high,high,1,islam,no,o2,high,good,no-use
48,high,high,4,non-islam,no,o1,high,good,no-use
42,high,high,3,islam,no,o1,high,good,no-use
37,high,high,2,islam,no,o1,high,good,no-use
23,hm,hm,1,islam,yes,o2,high,good,no-use
24,hm,high,0,islam,yes,o2,hm,good,no-use
43,lm,hm,3,non-islam,no,o2,hm,good,no-use
24,hm,hm,2,islam,yes,o3,lm,good,no-use
29,lm,high,0,islam,yes,o3,high,good,no-use
45,low,low,0,non-islam,yes,o2,low,good,no-use
31,high,high,3,islam,yes,o2,hm,good,no-use
44,low,high,9,islam,no,o1,lm,good,no-use
28,lm,hm,1,islam,no,o3,low,good,no-use
28,hm,high,1,non-islam,no,o2,lm,good,no-use
33,low,lm,0,islam,yes,o3,hm,good,no-use
43,high,high,6,islam,no,o1,hm,good,no-use
34,hm,high,4,islam,no,o1,hm,good,no-use
36,low,high,2,islam,no,o2,lm,good,no-use
22,high,high,0,islam,yes,o2,high,good,no-use
35,lm,hm,8,islam,no,o3,hm,not-good,no-use
25,high,high,1,islam,no,o1,high,good,no-use
43,low,lm,8,islam,no,o2,lm,not-good,no-use
46,low,high,8,islam,no,o1,high,not-good,no-use
27,hm,high,2,islam,no,o1,hm,good,no-use
30,low,low,7,islam,no,o2,hm,good,no-use
25,high,high,1,islam,no,o3,high,good,no-use
42,high,high,1,islam,yes,o1,high,good,no-use
30,low,hm,1,islam,no,o3,high,good,no-use
27,hm,hm,4,islam,no,o2,high,good,no-use
45,lm,hm,11,islam,no,o2,hm,good,no-use
29,hm,high,2,islam,no,o1,hm,good,no-use
36,low,high,1,islam,no,o3,hm,good,no-use
49,low,lm,8,islam,no,o3,low,not-good,no-use
47,low,high,7,islam,no,o2,hm,good,no-use
30,high,high,4,islam,no,o2,high,good,no-use
24,lm,hm,2,islam,no,o3,low,good,no-use
48,low,low,6,islam,no,o2,hm,not-good,no-use
47,low,lm,2,islam,no,o2,hm,not-good,no-use
24,hm,high,1,islam,yes,o3,hm,good,no-use
48,hm,high,5,islam,no,o2,hm,good,no-use
38,low,lm,8,islam,no,o3,hm,not-good,no-use
45,hm,high,0,islam,no,o1,hm,good,no-use
43,high,high,3,non-islam,no,o2,high,good,no-use
33,low,low,5,islam,no,o3,low,not-good,no-use
37,hm,high,7,islam,no,o3,high,good,no-use
36,lm,low,6,islam,no,o2,hm,good,no-use
25,hm,high,3,islam,no,o1,low,good,no-use
49,high,high,6,non-islam,yes,o1,high,good,no-use
30,high,high,1,islam,yes,o1,high,good,no-use
35,high,high,5,islam,no,o1,high,good,no-use
28,lm,high,0,islam,no,o3,low,good,no-use
30,high,lm,0,islam,yes,o3,hm,good,no-use
27,high,high,2,islam,yes,o1,high,good,no-use
45,lm,high,8,islam,no,o2,hm,good,no-use
46,hm,low,5,islam,no,o3,lm,good,no-use
28,low,high,0,islam,yes,o4,low,good,no-use
21,lm,high,0,islam,no,o2,lm,good,no-use
20,hm,high,2,islam,no,o3,hm,good,no-use
28,hm,hm,5,islam,no,o3,hm,good,no-use
25,hm,hm,1,islam,no,o2,lm,good,no-use
38,low,lm,6,islam,no,o2,low,not-good,no-use
20,hm,high,1,islam,no,o3,lm,good,no-use
24,hm,high,2,islam,no,o2,high,good,no-use
39,hm,low,1,islam,no,o2,hm,good,no-use
25,low,hm,1,islam,no,o4,lm,good,no-use
23,hm,high,4,islam,no,o3,low,not-good,no-use
24,high,high,1,islam,yes,o1,hm,good,no-use
26,high,high,3,islam,no,o1,high,good,no-use
20,hm,high,2,islam,no,o3,lm,good,no-use
31,hm,hm,1,islam,yes,o3,high,good,no-use
22,high,high,0,islam,no,o2,low,not-good,no-use
36,lm,hm,6,islam,no,o2,hm,good,no-use
45,hm,high,0,islam,no,o1,hm,good,no-use
47,lm,lm,7,islam,no,o2,lm,good,no-use
30,lm,hm,1,islam,no,o2,low,good,no-use
35,high,high,3,islam,no,o1,high,good,no-use
34,lm,lm,9,islam,yes,o2,hm,good,no-use
28,high,high,1,islam,yes,o1,hm,good,no-use
18,hm,high,1,islam,no,o3,hm,good,no-use
25,lm,hm,2,islam,no,o3,lm,good,no-use
27,hm,high,0,islam,yes,o3,hm,good,no-use
21,high,high,1,islam,no,o3,high,good,no-use
19,high,high,1,islam,no,o1,hm,good,no-use
26,high,high,0,islam,no,o3,high,good,no-use
28,high,high,5,islam,no,o1,high,good,no-use
38,low,hm,4,islam,yes,o2,lm,good,no-use
39,lm,hm,10,islam,no,o3,high,good,no-use
45,lm,hm,6,islam,no,o3,lm,not-good,no-use
30,hm,high,4,non-islam,no,o2,hm,good,no-use
47,lm,high,2,islam,no,o3,lm,not-good,no-use
38,lm,lm,6,islam,no,o3,high,good,no-use
42,hm,hm,5,islam,no,o2,lm,good,no-use
31,high,high,2,islam,no,o1,lm,good,no-use
44,low,lm,2,islam,no,o3,low,good,no-use
42,high,high,3,islam,yes,o1,high,good,no-use
28,high,high,2,islam,no,o1,hm,good,no-use
34,lm,high,6,islam,yes,o3,high,good,no-use
45,low,hm,7,islam,yes,o1,hm,good,no-use
43,high,high,5,islam,no,o1,hm,good,no-use
28,hm,high,0,islam,yes,o3,high,good,no-use
27,hm,high,0,islam,no,o3,hm,good,no-use
26,lm,hm,1,islam,yes,o4,high,good,no-use
26,hm,high,1,non-islam,no,o2,lm,good,no-use
37,hm,high,4,islam,yes,o2,high,good,no-use
48,hm,high,11,islam,no,o1,high,good,no-use
47,lm,hm,12,islam,no,o3,low,good,no-use
22,lm,high,1,islam,no,o3,high,good,no-use
48,high,high,1,non-islam,no,o1,high,good,no-use
42,low,hm,12,islam,no,o2,high,good,no-use
32,high,high,3,islam,no,o1,high,good,no-use
33,high,high,3,non-islam,yes,o1,hm,good,no-use
45,high,high,1,islam,yes,o1,high,good,no-use
26,lm,hm,1,islam,yes,o3,high,not-good,no-use
45,high,high,1,islam,no,o1,high,good,no-use
25,hm,hm,1,islam,yes,o2,high,good,no-use
36,high,hm,3,islam,yes,o3,lm,good,no-use
31,hm,hm,2,islam,yes,o3,hm,good,no-use
22,hm,high,2,islam,no,o3,hm,good,no-use
46,high,high,10,islam,no,o1,hm,good,no-use
26,lm,hm,3,islam,no,o3,high,good,no-use
25,hm,lm,1,islam,yes,o3,hm,good,no-use
20,high,high,0,non-islam,yes,o2,high,good,no-use
31,hm,high,3,non-islam,yes,o2,high,good,no-use
36,hm,hm,3,non-islam,yes,o2,hm,not-good,no-use
47,hm,lm,5,islam,no,o4,high,good,no-use
43,hm,high,2,non-islam,no,o3,high,good,no-use
20,hm,high,0,islam,no,o3,hm,good,no-use
24,high,high,4,islam,no,o1,high,good,no-use
33,lm,lm,3,non-islam,yes,o2,high,good,no-use
41,hm,high,3,non-islam,no,o2,high,good,no-use
48,hm,high,4,non-islam,no,o2,high,good,no-use
32,high,high,1,non-islam,no,o1,high,good,no-use
38,hm,hm,4,non-islam,yes,o3,lm,not-good,no-use
48,hm,high,8,islam,no,o3,hm,good,no-use
34,low,hm,4,islam,yes,o3,high,good,no-use
31,low,low,6,islam,no,o3,lm,good,no-use
46,low,lm,7,islam,no,o3,low,not-good,no-use
45,lm,lm,7,islam,no,o3,low,not-good,no-use
34,hm,high,4,non-islam,no,o3,low,not-good,no-use
16,lm,high,1,islam,no,o3,high,good,no-use
18,hm,lm,1,islam,no,o3,low,good,no-use
22,lm,lm,1,islam,no,o3,low,not-good,no-use
32,lm,lm,2,islam,no,o2,high,good,no-use
41,low,hm,3,islam,yes,o2,high,good,no-use
22,hm,hm,2,islam,no,o2,high,good,no-use
23,hm,lm,0,islam,no,o2,lm,good,no-use
22,hm,high,0,islam,yes,o3,high,good,no-use
40,lm,lm,6,islam,no,o2,lm,not-good,no-use
29,hm,high,1,non-islam,no,o2,hm,good,no-use
42,high,high,0,non-islam,yes,o3,high,good,no-use
29,hm,high,2,islam,no,o3,high,good,no-use
31,hm,lm,1,islam,no,o3,high,good,no-use
28,high,high,3,non-islam,yes,o1,high,good,no-use
21,lm,hm,0,islam,no,o3,high,good,no-use
26,high,high,2,islam,no,o1,hm,good,no-use
37,hm,high,0,islam,no,o3,high,good,no-use
24,hm,high,2,islam,no,o2,lm,good,no-use
25,high,high,0,non-islam,no,o2,high,good,no-use
22,lm,low,0,islam,no,o2,lm,good,no-use
45,high,high,1,islam,no,o1,high,good,no-use
47,high,high,1,islam,no,o1,high,good,no-use
28,high,high,5,islam,yes,o3,high,good,no-use
24,lm,lm,4,islam,no,o3,high,good,no-use
34,hm,hm,6,islam,no,o2,hm,good,no-use
47,lm,hm,5,islam,no,o1,low,good,no-use
31,hm,high,2,islam,no,o1,high,good,no-use
26,low,hm,1,islam,no,o3,low,good,no-use
25,high,high,3,islam,no,o1,lm,good,no-use
47,low,low,4,islam,no,o2,lm,good,no-use
48,low,low,8,islam,no,o1,low,not-good,no-use
38,lm,lm,10,islam,no,o3,lm,good,no-use
32,low,hm,4,islam,no,o2,lm,not-good,no-use
47,low,lm,2,islam,no,o2,high,good,no-use
27,high,high,3,islam,no,o1,high,good,no-use
40,low,low,0,islam,no,o3,lm,good,no-use
46,high,high,6,islam,no,o1,high,good,no-use
33,hm,hm,3,islam,no,o3,high,good,no-use
49,low,lm,5,islam,yes,o2,lm,not-good,no-use
21,lm,high,3,islam,no,o3,lm,good,no-use
31,high,high,0,non-islam,yes,o2,high,good,no-use
42,high,high,4,islam,no,o3,high,good,long-term
35,high,high,3,islam,no,o1,high,good,long-term
31,high,high,4,islam,no,o3,hm,good,long-term
42,high,high,6,islam,no,o1,hm,good,long-term
49,hm,high,4,islam,no,o3,high,good,long-term
21,high,high,1,islam,no,o1,hm,good,long-term
28,hm,high,3,islam,no,o1,high,good,long-term
22,high,high,1,islam,no,o1,hm,good,long-term
36,high,high,3,islam,yes,o1,high,good,long-term
45,lm,lm,9,islam,no,o3,hm,good,long-term
40,high,high,4,islam,no,o1,high,good,long-term
30,lm,lm,7,islam,no,o3,high,good,long-term
35,high,high,5,islam,yes,o1,high,good,long-term
26,lm,high,2,islam,no,o1,high,good,long-term
45,high,high,3,islam,no,o1,high,good,long-term
27,hm,hm,2,islam,no,o3,high,good,long-term
32,high,high,4,islam,no,o1,lm,good,long-term
27,high,high,3,islam,no,o1,hm,good,long-term
28,high,high,2,non-islam,no,o1,high,good,long-term
30,high,high,3,islam,no,o2,low,good,long-term
34,high,high,4,islam,no,o2,high,good,long-term
26,hm,high,3,islam,no,o2,hm,good,long-term
44,low,high,2,islam,no,o1,hm,good,long-term
29,high,high,3,islam,no,o1,high,good,long-term
26,hm,high,2,islam,no,o3,hm,good,long-term
41,high,high,8,islam,no,o1,high,good,long-term
32,hm,hm,4,islam,yes,o3,hm,good,long-term
23,hm,low,1,islam,yes,o3,hm,good,long-term
38,lm,hm,4,islam,no,o1,lm,good,long-term
22,high,high,1,islam,yes,o2,lm,good,long-term
34,hm,high,3,non-islam,no,o1,high,good,long-term
38,hm,high,7,non-islam,no,o2,hm,good,long-term
21,high,high,1,islam,no,o1,high,good,long-term
43,low,hm,4,islam,no,o1,high,good,long-term
44,hm,hm,9,islam,no,o1,low,good,long-term
24,high,high,1,islam,no,o2,high,good,long-term
27,high,high,1,islam,yes,o3,hm,good,long-term
34,hm,high,4,islam,no,o3,hm,good,long-term
29,hm,high,2,islam,no,o1,high,good,long-term
26,high,high,1,islam,yes,o2,hm,good,long-term
37,high,high,7,islam,no,o1,high,good,long-term
21,hm,high,3,islam,no,o1,high,good,long-term
47,high,high,4,non-islam,no,o2,high,good,long-term
41,high,high,3,islam,yes,o2,hm,good,long-term
29,hm,high,3,islam,no,o1,hm,good,long-term
25,high,high,1,islam,yes,o1,high,good,long-term
33,high,high,2,non-islam,yes,o1,hm,good,long-term
23,high,high,1,non-islam,no,o1,high,good,long-term
32,high,high,4,islam,no,o2,hm,good,long-term
45,high,high,3,islam,no,o1,high,good,long-term
37,high,high,4,islam,no,o1,high,good,long-term
35,lm,high,4,non-islam,no,o3,lm,good,long-term
37,high,high,3,islam,no,o3,high,good,long-term
35,high,high,5,islam,no,o2,high,good,long-term
23,high,high,1,islam,no,o3,hm,good,long-term
38,lm,lm,8,islam,no,o2,lm,good,long-term
41,high,high,4,non-islam,yes,o2,high,good,long-term
35,low,lm,9,islam,yes,o3,low,good,long-term
29,high,high,3,islam,no,o3,lm,good,long-term
26,hm,hm,2,islam,no,o1,hm,good,long-term
22,hm,hm,2,islam,no,o3,hm,good,long-term
30,lm,hm,5,islam,no,o3,low,not-good,long-term
36,high,high,3,islam,no,o3,hm,good,long-term
26,hm,high,3,islam,no,o1,high,good,long-term
32,high,high,2,islam,yes,o3,high,good,long-term
39,high,high,3,non-islam,no,o2,high,good,long-term
29,hm,high,3,islam,no,o1,hm,good,long-term
40,high,high,5,islam,no,o1,hm,good,long-term
43,hm,hm,6,islam,yes,o3,lm,good,long-term
44,hm,high,6,islam,no,o3,lm,good,long-term
24,high,high,2,islam,no,o2,high,good,long-term
42,high,high,3,islam,yes,o1,high,good,long-term
33,hm,high,2,islam,no,o1,high,good,long-term
24,high,high,1,non-islam,no,o2,hm,good,long-term
28,hm,high,2,non-islam,no,o2,hm,good,long-term
32,lm,low,5,islam,yes,o2,lm,good,long-term
26,lm,lm,4,islam,no,o3,high,good,long-term
27,high,high,1,islam,no,o1,high,good,long-term
41,hm,high,3,non-islam,no,o2,high,good,long-term
28,hm,high,2,non-islam,no,o3,hm,good,long-term
23,high,high,1,islam,yes,o3,high,good,long-term
31,lm,lm,4,islam,no,o4,hm,not-good,long-term
33,high,high,3,non-islam,no,o2,high,good,long-term
35,high,high,5,islam,no,o1,high,good,long-term
39,hm,high,5,islam,no,o3,high,good,long-term
27,high,high,2,islam,no,o1,hm,good,long-term
48,high,high,3,non-islam,no,o1,high,good,long-term
25,hm,low,2,islam,yes,o3,high,good,long-term
38,high,high,4,islam,no,o2,high,good,long-term
48,high,high,7,islam,yes,o1,high,good,long-term
34,high,high,4,islam,yes,o3,hm,good,long-term
36,hm,hm,4,islam,no,o1,hm,good,long-term
34,high,high,3,islam,yes,o3,high,good,long-term
42,high,high,4,non-islam,yes,o2,high,good,long-term
45,hm,hm,5,non-islam,no,o1,hm,good,long-term
37,high,high,4,non-islam,no,o2,high,good,long-term
38,high,high,3,non-islam,yes,o2,high,good,long-term
42,hm,hm,4,non-islam,no,o3,high,good,long-term
42,lm,high,5,non-islam,no,o2,hm,good,long-term
41,high,high,6,islam,no,o1,high,good,long-term
43,high,high,5,non-islam,no,o1,high,good,long-term
34,high,high,2,non-islam,yes,o3,lm,good,long-term
44,lm,hm,1,non-islam,no,o2,high,good,long-term
41,high,high,4,non-islam,no,o1,high,good,long-term
36,high,high,3,islam,no,o1,high,good,long-term
34,low,lm,5,islam,no,o3,high,good,long-term
32,hm,lm,5,islam,no,o3,hm,good,short-term
34,hm,hm,6,islam,no,o1,high,good,short-term
24,high,high,2,islam,yes,o3,hm,good,short-term
21,hm,hm,1,non-islam,no,o3,lm,good,short-term
38,high,hm,9,islam,no,o3,hm,good,short-term
39,high,high,3,islam,yes,o1,high,good,short-term
35,lm,lm,6,islam,yes,o2,lm,not-good,short-term
30,lm,hm,7,islam,no,o3,hm,good,short-term
17,hm,high,1,islam,no,o3,hm,good,short-term
32,lm,high,3,islam,no,o3,high,good,short-term
43,high,high,5,non-islam,no,o1,high,good,short-term
31,lm,lm,4,islam,no,o3,hm,good,short-term
24,low,lm,3,islam,no,o3,lm,good,short-term
26,lm,high,3,islam,no,o1,hm,good,short-term
35,hm,high,4,islam,yes,o1,high,good,short-term
46,hm,high,4,islam,yes,o3,high,good,short-term
29,lm,hm,3,islam,no,o3,hm,good,short-term
21,hm,high,1,islam,yes,o3,high,good,short-term
31,high,high,5,islam,yes,o1,high,good,short-term
24,high,high,2,islam,no,o3,hm,good,short-term
24,lm,high,3,islam,no,o3,hm,good,short-term
36,high,high,4,islam,no,o1,hm,good,short-term
37,lm,hm,9,islam,no,o3,hm,good,short-term
37,hm,hm,6,islam,no,o3,hm,good,short-term
37,hm,hm,11,islam,no,o1,lm,good,short-term
44,high,high,4,non-islam,no,o2,hm,good,short-term
35,lm,hm,6,islam,no,o2,hm,good,short-term
25,high,high,3,islam,no,o3,hm,good,short-term
21,high,high,2,islam,no,o2,hm,good,short-term
24,low,lm,3,islam,no,o3,lm,good,short-term
16,lm,hm,1,islam,no,o3,low,good,short-term
21,hm,lm,1,islam,no,o3,low,not-good,short-term
25,lm,high,2,islam,no,o2,high,good,short-term
26,high,high,1,islam,yes,o2,high,good,short-term
43,high,high,2,islam,no,o1,high,good,short-term
24,high,high,1,islam,no,o1,high,good,short-term
30,hm,high,3,non-islam,no,o3,hm,good,short-term
30,lm,hm,3,islam,no,o3,hm,good,short-term
26,high,high,2,islam,no,o3,hm,good,short-term
29,lm,high,4,islam,no,o3,lm,good,short-term
24,hm,high,4,islam,no,o3,low,good,short-term
29,hm,hm,2,islam,no,o3,lm,good,short-term
29,low,lm,1,islam,no,o3,hm,good,short-term
22,high,high,1,islam,no,o2,high,good,short-term
30,hm,hm,4,islam,yes,o3,lm,good,short-term
24,high,high,1,islam,no,o2,hm,good,short-term
25,high,high,2,islam,no,o1,lm,good,short-term
44,high,high,5,islam,yes,o1,high,good,short-term
28,lm,hm,3,islam,no,o2,high,good,short-term
22,hm,hm,1,islam,no,o3,lm,good,short-term
30,lm,lm,6,islam,yes,o2,hm,good,short-term
25,hm,high,3,islam,no,o2,high,good,short-term
25,high,high,2,islam,no,o3,hm,good,short-term
33,high,high,2,islam,yes,o1,high,good,short-term
33,hm,hm,4,islam,yes,o2,hm,good,short-term
26,hm,hm,2,islam,yes,o2,lm,good,short-term
29,hm,high,5,islam,no,o3,hm,good,short-term
32,hm,hm,4,islam,no,o2,low,good,short-term
30,high,high,1,islam,yes,o3,lm,good,short-term
37,high,high,1,non-islam,no,o1,high,good,short-term
31,low,lm,4,islam,no,o3,hm,good,short-term
36,low,lm,4,islam,no,o3,low,not-good,short-term
36,lm,lm,7,islam,yes,o2,lm,not-good,short-term
26,hm,high,2,islam,yes,o2,high,good,short-term
36,high,high,3,islam,no,o1,high,good,short-term
28,high,high,1,islam,no,o2,high,good,short-term
33,high,high,5,islam,no,o3,hm,good,short-term
25,hm,high,2,islam,yes,o2,high,good,short-term
31,high,high,2,non-islam,no,o1,high,good,short-term
38,high,high,4,islam,yes,o1,high,good,short-term
35,low,lm,5,islam,no,o3,hm,good,short-term
33,high,high,3,non-islam,yes,o2,high,good,short-term
30,lm,lm,2,islam,no,o3,lm,good,short-term
20,hm,hm,2,islam,no,o2,lm,not-good,short-term
18,hm,hm,1,islam,no,o2,lm,good,short-term
30,hm,lm,3,islam,no,o3,hm,good,short-term
35,lm,hm,6,islam,yes,o3,lm,good,short-term
22,hm,hm,2,islam,no,o3,low,good,short-term
28,lm,high,7,islam,no,o3,hm,good,short-term
21,hm,hm,1,islam,no,o3,low,good,short-term
27,hm,high,4,islam,no,o3,high,good,short-term
30,hm,high,3,islam,no,o3,hm,good,short-term
25,hm,high,2,islam,no,o3,hm,good,short-term
26,high,high,3,islam,no,o3,lm,good,short-term
37,lm,high,5,islam,no,o1,high,good,short-term
47,low,hm,9,islam,yes,o3,hm,good,short-term
36,low,low,5,islam,no,o3,hm,good,short-term
36,lm,hm,6,islam,no,o2,high,good,short-term
36,high,high,3,islam,no,o2,high,good,short-term
28,high,high,4,islam,no,o3,high,good,short-term
21,high,high,2,islam,no,o3,hm,good,short-term
25,high,high,2,islam,no,o2,hm,good,short-term
30,hm,high,3,islam,no,o3,high,good,short-term
22,hm,hm,3,islam,no,o3,hm,good,short-term
23,high,hm,2,islam,yes,o2,hm,good,short-term
36,hm,high,9,islam,no,o3,high,good,short-term
28,high,hm,2,islam,no,o3,lm,good,short-term
46,lm,lm,5,islam,no,o2,high,good,short-term
47,high,high,5,islam,no,o3,lm,good,short-term
41,low,high,5,islam,yes,o2,high,good,short-term
44,high,high,5,islam,no,o3,high,good,short-term
34,lm,hm,3,non-islam,no,o3,lm,not-good,short-term
37,lm,hm,6,islam,no,o3,high,good,short-term
34,high,high,2,non-islam,no,o1,high,good,short-term
22,lm,high,2,islam,no,o3,lm,good,short-term
33,lm,hm,4,islam,no,o2,hm,good,short-term
21,hm,high,3,islam,no,o3,low,good,short-term
31,high,high,4,islam,yes,o3,high,good,short-term
41,high,hm,5,islam,yes,o3,high,good,short-term
30,high,hm,4,islam,no,o3,hm,good,short-term
32,lm,high,5,islam,no,o3,high,good,short-term
27,high,high,2,non-islam,yes,o2,high,good,short-term
26,high,high,1,non-islam,yes,o2,high,good,short-term
42,high,high,5,non-islam,no,o2,high,good,short-term
24,high,high,1,islam,no,o1,hm,good,short-term
37,high,high,6,islam,no,o1,high,good,short-term
30,lm,hm,5,islam,yes,o3,high,good,short-term
27,high,high,1,islam,no,o1,high,good,short-term
34,lm,high,6,islam,no,o3,hm,good,short-term
32,hm,high,5,non-islam,no,o1,high,good,short-term
28,high,high,1,non-islam,yes,o2,high,good,short-term
29,hm,hm,1,non-islam,yes,o2,high,good,short-term
42,high,high,3,non-islam,no,o2,high,good,short-term
21,lm,lm,0,non-islam,no,o4,high,good,short-term
22,high,high,2,islam,no,o3,high,good,short-term
36,high,high,3,non-islam,no,o3,high,good,short-term
45,lm,hm,3,non-islam,yes,o2,high,good,short-term
34,high,high,2,non-islam,yes,o2,high,good,short-term
35,lm,hm,5,islam,no,o3,hm,good,short-term
19,high,high,1,islam,no,o2,hm,good,short-term
27,high,high,4,islam,no,o3,hm,good,short-term
37,lm,high,4,islam,yes,o2,hm,good,short-term
26,hm,lm,4,islam,no,o3,high,good,short-term
28,low,hm,5,islam,no,o3,high,good,short-term
31,hm,high,5,islam,no,o1,high,good,short-term
32,lm,lm,6,islam,no,o2,hm,good,short-term
40,lm,lm,4,non-islam,yes,o2,high,good,short-term
27,hm,hm,5,islam,no,o2,high,good,short-term
27,lm,lm,3,islam,no,o2,lm,not-good,short-term
37,high,high,5,non-islam,yes,o2,high,good,short-term
22,high,hm,1,islam,no,o2,lm,good,short-term
27,high,high,4,islam,no,o1,lm,not-good,short-term
21,high,high,1,non-islam,no,o2,high,good,short-term
30,low,hm,2,islam,no,o3,high,good,short-term
23,lm,lm,1,islam,no,o2,high,good,short-term
25,lm,high,3,islam,no,o1,hm,good,short-term
42,lm,high,6,islam,no,o2,high,good,short-term
29,high,high,3,islam,no,o1,high,good,short-term
33,high,high,2,islam,yes,o2,high,good,short-term
33,high,high,3,islam,no,o1,high,good,short-term
39,hm,hm,8,islam,yes,o1,high,good,short-term
33,hm,hm,4,islam,yes,o2,lm,good,short-term
17,hm,hm,1,islam,no,o2,high,good,short-term
